action,sample_id,split,orig_input_path,cam_0_path,cam_1_path,cam_2_path,cam_3_path,cam_4_path,cam_5_path,cam_6_path,cam_7_path
ok,ok_2686,train,./dataset/skeleton_final_v2/ok/ok_2686.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2686_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2686_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2686_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2686_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2686_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2686_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2686_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2686_cam7.npy
paper,paper-set2 (401),train,./dataset/skeleton_final_v2/paper/paper-set2 (401).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (401)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (401)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (401)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (401)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (401)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (401)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (401)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (401)_cam7.npy
scissors,scissors (452),train,./dataset/skeleton_final_v2/scissors/scissors (452).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (452)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (452)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (452)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (452)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (452)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (452)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (452)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (452)_cam7.npy
ok,ok_Set2_ (48),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (48).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (48)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (48)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (48)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (48)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (48)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (48)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (48)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (48)_cam7.npy
rock,rock (250),train,./dataset/skeleton_final_v2/rock/rock (250).npy,./dataset/salux_multiview3d_8cam_front/rock/rock (250)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (250)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (250)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (250)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (250)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (250)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (250)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (250)_cam7.npy
scissors,scissors (99),train,./dataset/skeleton_final_v2/scissors/scissors (99).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (99)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (99)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (99)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (99)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (99)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (99)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (99)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (99)_cam7.npy
paper,paper-set2 (423),train,./dataset/skeleton_final_v2/paper/paper-set2 (423).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (423)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (423)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (423)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (423)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (423)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (423)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (423)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (423)_cam7.npy
ok,ok_2944,train,./dataset/skeleton_final_v2/ok/ok_2944.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2944_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2944_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2944_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2944_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2944_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2944_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2944_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2944_cam7.npy
scissors,scissors_5486,train,./dataset/skeleton_final_v2/scissors/scissors_5486.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_5486_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_5486_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_5486_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_5486_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_5486_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_5486_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_5486_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_5486_cam7.npy
scissors,scissors (215),train,./dataset/skeleton_final_v2/scissors/scissors (215).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (215)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (215)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (215)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (215)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (215)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (215)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (215)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (215)_cam7.npy
paper,paper-set2 (29),train,./dataset/skeleton_final_v2/paper/paper-set2 (29).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (29)_cam7.npy
thumbdown,thumbdown_7219,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_7219.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7219_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7219_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7219_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7219_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7219_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7219_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7219_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7219_cam7.npy
the-finger,the-finger-set2 (345),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (345).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (345)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (345)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (345)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (345)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (345)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (345)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (345)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (345)_cam7.npy
the-finger,the-finger-set2 (66),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (66).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (66)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (66)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (66)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (66)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (66)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (66)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (66)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (66)_cam7.npy
thumbdown,hand-10-535,train,./dataset/skeleton_final_v2/thumbdown/hand-10-535.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-10-535_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-10-535_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-10-535_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-10-535_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-10-535_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-10-535_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-10-535_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-10-535_cam7.npy
thumbup,thumbup (47),train,./dataset/skeleton_final_v2/thumbup/thumbup (47).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (47)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (47)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (47)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (47)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (47)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (47)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (47)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (47)_cam7.npy
rock,rock-set2 (151),train,./dataset/skeleton_final_v2/rock/rock-set2 (151).npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (151)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (151)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (151)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (151)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (151)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (151)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (151)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (151)_cam7.npy
paper,paper_7619,train,./dataset/skeleton_final_v2/paper/paper_7619.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7619_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7619_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7619_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7619_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7619_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7619_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7619_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7619_cam7.npy
thumbdown,thumbdown (60),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (60).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (60)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (60)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (60)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (60)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (60)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (60)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (60)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (60)_cam7.npy
thumbdown,thumbdown_160,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_160.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_160_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_160_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_160_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_160_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_160_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_160_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_160_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_160_cam7.npy
thumbdown,thumbdown (80),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (80).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (80)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (80)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (80)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (80)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (80)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (80)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (80)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (80)_cam7.npy
scissors,scissors-set2 (280),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (280).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (280)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (280)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (280)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (280)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (280)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (280)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (280)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (280)_cam7.npy
rock,rock-set2 (277),train,./dataset/skeleton_final_v2/rock/rock-set2 (277).npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (277)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (277)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (277)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (277)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (277)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (277)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (277)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (277)_cam7.npy
thumbdown,thumbdown (323),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (323).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (323)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (323)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (323)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (323)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (323)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (323)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (323)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (323)_cam7.npy
scissors,scissors_6721,train,./dataset/skeleton_final_v2/scissors/scissors_6721.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6721_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6721_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6721_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6721_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6721_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6721_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6721_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6721_cam7.npy
thumbdown,hand-8-1900,train,./dataset/skeleton_final_v2/thumbdown/hand-8-1900.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-8-1900_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-8-1900_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-8-1900_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-8-1900_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-8-1900_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-8-1900_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-8-1900_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/hand-8-1900_cam7.npy
scissors,scissors (415),train,./dataset/skeleton_final_v2/scissors/scissors (415).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (415)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (415)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (415)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (415)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (415)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (415)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (415)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (415)_cam7.npy
paper,paper_2575,train,./dataset/skeleton_final_v2/paper/paper_2575.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_2575_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_2575_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_2575_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_2575_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_2575_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_2575_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_2575_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_2575_cam7.npy
thumbup,thumbup (249),train,./dataset/skeleton_final_v2/thumbup/thumbup (249).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (249)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (249)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (249)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (249)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (249)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (249)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (249)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (249)_cam7.npy
ok,ok_Set2_ (508),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (508).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (508)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (508)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (508)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (508)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (508)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (508)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (508)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (508)_cam7.npy
paper,paper-set2 (313),train,./dataset/skeleton_final_v2/paper/paper-set2 (313).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (313)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (313)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (313)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (313)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (313)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (313)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (313)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (313)_cam7.npy
scissors,scissors-set2 (532),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (532).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (532)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (532)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (532)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (532)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (532)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (532)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (532)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (532)_cam7.npy
